Whether_to_accept_P1_offer_stage1,Reason_for_accepting_if_ACCEPT,Reason_for_rejecting_if_REJECT,Offer_to_P1_if_rejected_proceed_to_stage2,Trial,HumanP1toAIP2stage1
False,,"Rejecting 5 is optimal because as P2 I can do better in Stage 2 by making my own offer. Even if P1 only accepts offers giving them at least their Stage 3 continuation value, that value is 36 points for P2 in Stage 3, so P1 would accept 64 for themselves in Stage 2. That gives me 36 points in Stage 2, worth 36 × 0.4 = 14.4, which is better than accepting 5 now.",64,15,5
False,,"Rejecting 5 is optimal because if Stage 1 is rejected, in Stage 2 I can propose an offer that gives P1 just enough to prefer accepting over waiting for Stage 3. In Stage 3, P1 would optimally offer me 0, so P1's continuation value from rejecting in Stage 2 is 100 × 0.36 = 36. Therefore in Stage 2, P1 will accept any offer giving them at least 60 points, since 60 × 0.6 = 36. So I should reject now and offer P1 60 in Stage 2, keeping 40 for myself, worth 40 × 0.4 = 16 to me, which is better than accepting 5 now.",60,16,5
False,,"Rejecting 5 is optimal because if Stage 1 is rejected, in Stage 2 I make the offer. In Stage 3, if Stage 2 fails, P1 can offer me just enough to match my rejection value: at Stage 3 I would accept at least 1 point since 1×0.16=0.16 is better than 0. Therefore in Stage 2, P1 will accept any offer giving them at least 1 point because accepting 1 now gives them 1×0.6=0.6, which is better than rejecting and getting at most 99×0.36=35.64? More precisely, if I offer P1 1 point in Stage 2, their payoff is 0.6, while rejecting leads to a Stage 3 offer where they can guarantee themselves 99 points and me 1, worth 99×0.36=35.64, so they would reject 1. Anticipating Stage 3, P1 as proposer would keep as much as possible while giving me my minimum acceptable amount of 1. That means if we reach Stage 3, my payoff would be 1×0.16=0.16. So in Stage 2, I need to give P1 at least enough so that accepting beats 35.64, i.e. at least 60 points since 60×0.6=36 > 35.64. Therefore I can secure 40 points for myself in Stage 2, worth 40×0.4=16, which is much better than accepting 5 now.",60,17,5
False,,"Rejecting 5 is optimal because if Stage 1 is rejected, as P2 I make the Stage 2 offer and can secure much more than 5 even after discounting. In Stage 3, I would accept any offer of at least 1 point because 1×0.16 > 0, so in Stage 2 P1 would reject any proposal giving them less than 1 point in anticipation of getting at least 1 in Stage 3. Therefore I can offer P1 1 point in Stage 2 and keep 99 for myself, giving me 99×0.4 = 39.6, which is far better than accepting 5 now.",1,18,5
False,,"Rejecting is better because accepting 5 now gives me only 5 points, while if we move to Stage 2 I make the offer and can seek a much larger share. Given my Stage 2 discount factor of 0.4, I should reject any Stage 1 offer below my expected continuation value, which is much higher than 5.",60,19,5
False,,"Rejecting 5 is better because if Stage 1 ends now I get only 5. In Stage 2 I make the offer, and P1 should accept any offer giving them at least 37 points, since rejecting leads to at most 36 for P1 in Stage 3. So I can offer P1 37 and keep 63, giving me a discounted payoff of 63 × 0.4 = 25.2, which is far better than accepting 5 now.",37,20,5
False,,"Rejecting is better because accepting 6 now gives me payoff 6, while in Stage 2 I can propose an allocation that gives myself much more and still be acceptable to P1 given discounting. To make P1 indifferent to rejecting and waiting for Stage 3, P1 needs 36 points in Stage 2 since 36 × 0.6 = 21.6, matching the most P1 can secure in Stage 3. So I can offer P1 36 and keep 64, giving myself 64 × 0.4 = 25.6, which is far better than 6.",36,1,6
False,,"Rejecting because accepting 6 now gives me payoff 6, while by rejecting I can make the Stage 2 offer. Since P1 would compare accepting in Stage 2 with rejecting to Stage 3, they should accept any Stage 2 offer giving them at least 36 points. So I can offer P1 36 and keep 64 for myself in Stage 2, which gives me discounted payoff 64 × 0.4 = 25.6, far better than 6.",36,2,6
False,,"Rejecting 6 because even in Stage 3, if I expect to get at least 38 points, my discounted payoff would be 38×0.16=6.08, which already beats accepting 6 now. In Stage 2, I can propose an allocation that gives me much more than 6 while still being acceptable to P1 relative to Stage 3.",60,3,6
False,,"Rejecting 6 is optimal because accepting gives me only 6 now, while by rejecting I can make the Stage 2 offer. In Stage 3, P1 can secure at most 84 points for itself by offering me 16, since I would accept 16 rather than get 0. So in Stage 2, P1 should accept any offer that gives it at least 84 points. Therefore I can propose keeping 16 for myself and giving 84 to P1, which yields me 16 × 0.4 = 6.4, better than accepting 6 in Stage 1.",84,4,6
False,,"Rejecting 6 is optimal because I can guarantee myself much more by moving to Stage 2. If Stage 2 fails, in Stage 3 P1 would need to offer me at least 0 to beat my rejection payoff of 0, so P1 can keep all 100 and I would still accept, giving P1 a Stage 3 continuation value of 100 × 0.36 = 36. Therefore in Stage 2, to make P1 accept, I must offer P1 at least 36/0.6 = 60 points. That lets me keep 40 points in Stage 2, worth 40 × 0.4 = 16 to me, which is far better than accepting 6 now.",60,5,6
False,,"Rejecting is better for me strategically. Accepting 6 now gives me only 6 points, while if I reject I can make the Stage 2 offer and seek a much higher share. Even accounting for discounting, 6 is far below what I can reasonably target.",90,6,6
False,,"Rejecting is better because accepting 6 now gives me only 6, while if I reject I can make the Stage 2 offer and can secure more than 6 for myself. Since P1 would compare any Stage 2 offer to their Stage 3 continuation value, I can offer P1 58 in Stage 2, which gives them 58×0.6=34.8, slightly better than rejecting to Stage 3 where they could get at most 57×0.36=20.52 under a payoff-maximizing final offer. That lets me keep 42 for myself in Stage 2, worth 42×0.4=16.8, which dominates accepting 6 now.",58,7,6
False,,"Rejecting because accepting 6 now gives me payoff 6, while by rejecting I can make the Stage 2 offer. In Stage 3, P1 can guarantee themself 64 by offering me 36, which is worth me only 5.76, so in Stage 2 I can get P1 to accept any offer giving them at least 23. Since their Stage 2 discount is 0.6, 23 there is worth 13.8 to them, better than rejecting to Stage 3. Thus I can offer P1 23 and keep 77 for myself, giving me 77×0.4 = 30.8, which is far better than 6.",23,8,6
False,,"Rejecting because 6 now is worse than what I can secure by making a counteroffer in Stage 2. In Stage 2, if I offer P1 40 and keep 60, P1's discounted payoff would be 24, which is better for P1 than rejecting and expecting at most 21.6 in Stage 3, so 40 should be acceptable. That would give me a discounted payoff of 24, which is much higher than 6.",40,9,6
False,,"Rejecting because 6 now is far below what I can secure by waiting: in Stage 2, if I offer P1 up to 58, they should accept since that gives them 58×0.6=34.8, which is better than the 15.12 they could guarantee in Stage 3. That would leave me 42 points in Stage 2, worth 42×0.4=16.8, which is much better than 6.",58,10,6
False,,"Rejecting is better for me because accepting 6 now gives me only 6, while in Stage 2 I can propose an offer that gives myself much more and still may be acceptable to P1 given their discounting.",40,11,6
False,,"Rejecting because 6 now is far below what I can secure by waiting: in Stage 2 I can propose giving P1 up to 57 and keep 43, which gives me 17.2 after my discount, and P1 should accept since rejecting leads to at most 15.48 for P1 in Stage 3. So 6 is too low.",57,12,6
False,,"Rejecting because 6 points now is far below what I can secure by rejecting and making the Stage 2 offer. In Stage 2, if I offer P1 36 and keep 64, P1 gets 36×0.6=21.6, which is at least as good as what P1 can guarantee by waiting for Stage 3 (60×0.36=21.6). That would give me 64×0.4=25.6, which is much better than accepting 6 now.",36,13,6
False,,"Rejecting because accepting 6 now gives me only 6, while by rejecting I can make the Stage 2 offer. Since my Stage 2 payoff is discounted by 0.4, I should seek more than 15 points there to beat 6, and I can reasonably demand much more than that. So 6 is too low to accept.",60,14,6
False,,"Rejecting 6 is better because if Stage 2 is reached, I can propose an allocation that gives me far more than 6 and P1 should still prefer accepting over risking Stage 3. Since my Stage 2 discount factor is 0.4, I need more than 15 points in Stage 2 to beat 6 now; offering P1 37 and keeping 63 gives me 25.2, which is much better, while P1 gets 22.2 and should accept because rejecting leads to at most 22.68 in Stage 3.",37,15,6
False,,"Rejecting because 6 now is worse than what I can secure by making a counteroffer in Stage 2. If Stage 2 reaches agreement and I keep 40 for myself, my discounted payoff is 40×0.4=16, which is much higher than 6.",60,16,6
False,,"Rejecting 6 is better because if Stage 2 is reached, I can propose keeping far more for myself and P1 should accept any offer giving them at least 36 points, since rejecting would lead to Stage 3 where their best achievable discounted payoff is 36. So I can offer P1 36 and keep 64, giving me a discounted payoff of 25.6, which is much higher than accepting 6 now.",36,17,6
False,,"Rejecting 6 is optimal because accepting gives me only 6 now, while in Stage 2 I can propose an allocation that gives myself much more and still be acceptable to P1 given discounting. P1 would accept any Stage 2 offer giving them at least their Stage 3 continuation value, which is 36 points, so I can offer P1 36 and keep 64 for myself.",36,18,6
False,,"Rejecting 6 is better because in Stage 2 I can propose an allocation that gives me much more, and P1 should prefer accepting a reasonable Stage 2 offer over risking Stage 3 with discounting. The current offer is far below what I can expect by continuing.",60,19,6
False,,"Rejecting 6 is better because if Stage 2 is reached, I can propose an allocation that gives me much more than 6 and still be acceptable to P1 given discounting. For example, offering P1 58 and keeping 42 gives P1 a discounted payoff of 34.8 in Stage 2, which is at least as good as P1's likely continuation value from Stage 3, while my discounted payoff would be 16.8, which exceeds 6.",58,20,6
False,,"Rejecting 7 is optimal because accepting gives me only 7 now, while in Stage 2 I can propose an allocation that gives P1 just enough to prefer accepting over waiting for Stage 3. If I offer P1 22, P1 gets 22×0.6=13.2, which is better than the 12.96 they can secure in Stage 3, leaving me 78 and a Stage 2 payoff of 78×0.4=31.2, far above 7.",22,1,7
